Season,Episode,Character,cleanline
16,5,Butters,haaaaa 
16,5,Stan,i know right 
16,5,Stan,oh hey
16,5,Stan,huh
16,5,Stan,but i worked hard on that its its been really stressful and i
16,5,Stan,no
16,5,Butters,we dont have a choice butters you have to defend yourself  oh but violence is never the answer  but shes gonna kill you butters you know she is  youre right butters i dont have a choice  sorry grandma but you brought this on yourself  its time you met chaos  ive been pushed around for the last time  now im coming and hecks coming with me 
16,5,Cartman,kay kewl hold it right there kewl 
16,5,Kyle,excuse me what are you doing to my locker
16,5,Cartman,were putting up movie posters kyle the premiere is tomorrow but since you walked out on the video you dont get to come 
16,5,Kyle,i dont wanna go to your stupid movie premiere  and dont tape that to my locker  oh god 
16,5,Stan,whats up kyle why are you trying to trashtalk our theatrical release
16,5,Kyle,do you really think that this is good for butters to have his face put up all over signs as the poster child for bullying
16,5,Stan,butters is totally fine with it dude
16,5,Kyle,yeah well butters is ten he doesnt exactly know whats best for him and neither do you
16,5,Stan,alright kyle thats enough im not gonna be bullied by you okay
16,5,Kyle,what you were waiting for me in the bathroom
16,5,Stan,oh yeah
16,5,Kyle,look this is all getting way too big tell the movie studio you arent selling the video to them
16,5,Stan,this video can change how people think about bullying it needs to be seen by everybody kyle
16,5,Kyle,if it needs to be seen by everybody then why dont you put it out on the internet for free  well
16,5,Stan,what what was the question again
16,5,Kyle,if you really think every kid in america should see your antibullying movie then why dont you put it on the internet for free
16,5,Stan,get get out of here kyle im trying to go to the bathroom
16,5,Kyle,fine but when youre naked and jackin it in san diego dont ask me for help 
16,5,Stan,why does he keep saying that
16,5,Stan,well i just got tired of seeing people like butters getting pushed around and i knew i had to do somethin about it 
16,5,Butters,oh uh nothin
16,5,Butters,uh stop stop trying to make me say things i dont want to on your tv show
16,5,Butters,please leave me alone
16,5,Butters,no it doesnt
16,5,Butters,stop it
16,5,Stan,i didnt know
16,5,Stan,i didnt beat up dr oz dont be mad at me
16,5,Butters,grandma i did it grandma  i finally stood up for myself i got real mean and i beat the shnozz our of dr oz  i cant lie it felt kind of good  at first but since then all i have is just a kind of dark empty feeling then i realized thats how you must feel all the time  poor old grandma you know ive ive been gettin lots of advice how to deal with you stand up to you tell on you but i kind of realize theres just people like you out there all over the place when youre a kid things seem like theyre gonna last forever but theyre not life changes why you wont always be around someday youre gonna die  someday pretty soon  and when youre layin in that hospital bed with tubes up your nose and that little pan under your butt to pee in well ill come visit ya ill come just to show you that that im still alive and im still happy and youll die bein nothin but you  night grandma 
16,5,Stan,huh aw come on  dude whats going on
16,5,Stan,wha whats the movie studio saying about it
16,5,Cartman,the studio backed out the producer had a change of heart booooo
16,5,Stan,how was i supposed to know butters was actually a violent psychopath
16,5,Stan,everyone loved me sixteen hours ago
16,5,Mr. Mackey,stan stan okay abc called and dr oz is suing you and our entire school what are you gonna do
16,5,Stan,i guess theres only one thing left for me to do
16,6,Stan,kyle 
16,6,Kyle,aaaaaaah i cant take it 
16,6,Cartman,somebody help us 
16,6,Kyle,we were stuck we were completely stuck 
16,6,Cartman,kyle hurry 
16,6,Stan,kyle wake up youve gotta wake up kyle 
16,6,Cartman,oh god
16,6,Stan,no
16,6,Stan,help were trapped  weve gotta get out of here
16,6,Stan,we really had spent the whole spring break watching tv and playing xbox you know so we we wanted to go out and do something really adventurous
16,6,Kyle,we could go to the city pool they have a water slide
16,6,Cartman,noo nono im not getting in a pool with kenny he has herpes
16,6,Kenny,what
16,6,Cartman,look at his lip  youve got herpes dude
16,6,Kenny,this is not herpes its a cold sore
16,6,Cartman,no cold sore is what girls call it kenny its actually herpes
16,6,Stan,come on guys the day is wasting away what would be something really cool we could do
16,6,Kyle,and then like out of nowhere somebody came up with the idea of ziplining
16,6,Cartman,hey yeah ziplining that could be really cool
16,6,Kyle,weve definitely not done that before
16,6,Stan,i think theres a place just outside of town ill see if my uncle jimbo will drop us off
16,6,Kyle,cool ziplining
16,6,Cartman,ziplining hell yeah
16,6,Cartman,we were in a good mood just jokin around you know mostly making fun of kennys herpes
16,6,Cartman,hey kenny you got herpes dude ah i almost touched him  zi  oh sick kenny no gross
16,6,Kenny,dude its just a fever blister
16,6,Cartman,heh did you hear that guys kenny said its just a fever blister  you sound like a chick kenny thats herpes dude you got that shit till you die
16,6,Stan,yeah
16,6,Kyle,and so they put us in these harnesses and helmets i thi think thats when we started realizing oh wow this is actually pretty dangerous
16,6,Cartman,alright
16,6,Stan,and we were like other we have to do this with other people 
16,6,Stan,good how are you
16,6,Kyle,so then we sit there for like thirty minutes because we had to wait for this couple who was running late 
16,6,Kyle,we dont mind
16,6,Cartman,now everyone was there we thought things would start getting fun but thats when we had to watch the safety video 
16,6,Stan,it was i dont know ten maybe fifteen minutes of pure hell 
16,6,Cartman,no
16,6,Stan,really youre gonna make us all listen to it again cause you couldnt understand really
16,6,Kyle,jesus christ
16,6,Cartman,finally
16,6,Stan,shuttle
16,6,Kyle,how how long do we have to take the shuttle
16,6,Cartman,well come on we dont have a choice 
16,6,Stan,uh thats okay
16,6,Kyle,dude did you fart
16,6,Cartman,mmmm no
16,6,Stan,thank god 
16,6,Cartman,the trees biology
16,6,Stan,i think were good
16,6,Stan,so after asshole gets his biology lesson we finally get to go ziplining 
16,6,Cartman,yeah 
16,6,Cartman,yeah
16,6,Cartman,zipliiine 
16,6,Kyle,well how was it cartman
16,6,Cartman,totally fuckin stupid dude
16,6,Stan,oh really
16,6,Cartman,yeah dude its fuckin boring as shit
16,6,Kyle,zipline 
16,6,Kyle,it was like having the life sucked out of you that all it is sliding down a cable maybe without a tour group itd be kind of fun maybe but this was just a complete disaster
16,6,Cartman,the next zipline what are you talking about
16,6,Kyle,eexcuse me wwe arent going back now arent we done
16,6,Stan,and it was like wham 
16,6,Kyle,stop
16,6,Cartman,noooo
16,6,Cartman,aaaaaaaaaaaaaaaaa 
16,6,Kyle,wugh
16,6,Kyle,aaaaaaaaaaaaaah 
16,6,Cartman,im so fucking bored 
16,6,Kyle,its no use theres nobody around for miles
16,6,Stan,there could be a helicopter maybe one will fly overhead
16,6,Kyle,face it stan nobodys coming for us 
16,6,Cartman,we should have never listened to you kyle
16,6,Kyle,me
16,6,Cartman,yeah you in the park this morning i know lets all go ziplining weve never done that before
16,6,Kyle,oh no dont try to pin this on me youre the one who brought it up
16,6,Cartman,i brought it up because you already brought it up
16,6,Stan,thats when i realized nobody remembered nobody remembered it was me who came up with the idea to go ziplining me
16,6,Kyle,you fat piece of shit
16,6,Cartman,fuck you kyle
16,6,Stan,guys guys does it really matter whose idea it was
16,6,Stan,alright look we can make it you guys we cant panic if the four of us dont zipline the tour will move faster we are gonna make it out of here okay
16,6,Kyle,dude did you just shit your pants
16,6,Cartman,nnnnmo
16,6,Stan,so i just tried to keep the tour group moving as fast as possible
16,6,Stan,oh no could could we skip lunch and keep going
16,6,Cartman,oogh ugh you guys seriously somethings wrong in my tummy 
16,6,Kyle,the stop drinking double dew fatass
16,6,Cartman,this is diet double dew kyle it only has half the caffeine and sugar of double dew  oh man you guys i gotta get to a bathroom fast
16,6,Kyle,youre in a forest go take a crap
16,6,Cartman,if i crap in the woods the blood will attract beavers kyle
16,6,Stan,hey ah im so sorry but we have an emergency our friend is really really sick
16,6,Stan,yyyeah
16,6,Stan,yeah his his cold sore is really bad and uhh hes losing blood so weve gotta go
16,6,Kyle,suddenly stan says he knows about some horse stables ih it seemed too good to be true
16,6,Stan,yea please
16,6,Kyle,oh thank god
16,6,Stan,you see guys this is gonna be sweet after all
16,6,Cartman,nooo 
16,6,Kyle,aaaah 
16,6,Cartman,eeeeugh
16,6,Kyle,can we please go faster
16,6,Kenny,i cant take it
16,6,Kyle,aaaaaaaaaah
16,6,Cartman,uh oh 
16,6,Stan,kyle kyle kyle come on wake up
16,6,Kyle,just go go without me
16,6,Stan,no were not leaving you here kyle
16,6,Kyle,i cant take it anymore  why do people say long story short theyre not making it short stan
16,6,Stan,i just sat there watching kyle die and i wanted to tell him the truth right then and there but then this fire rose up inside of me i i thought i can find us a way out i ran off and went searching for i dont know how long twelve minutes and thats when i found it
16,6,Stan,you guys you guys get up listen to me theres a lake a hundred yards down that way theyve got a marina with boats just sitting there
16,6,Cartman,a marina
16,6,Stan,we can take a boat you guys we can probably take it all the way back to fairplay
16,6,Kyle,whats the point
16,6,Stan,come on you guys a boat all to ourselves itll be fun what could possibly go wrong 
16,6,Kyle,because we keep getting screwed over by your diarrhea
16,6,Cartman,well its not my diarrheas fault that you took us all ziplining you fuckin jew
16,6,Kyle,ziplining was your idea you fatass
16,6,Cartman,kenny whose idea was it to go ziplining mine or kyles
16,6,Kenny,i dont know i really dont give a shit
16,6,Kyle,oh no  youre not stinking up the entire boat youre taking a crap off the side into the water
16,6,Kenny,beavers 
16,6,Stan,the boat went really slow and it just went round and round
16,6,Cartman,waaaaaaaaaaaaah
